Brand,Model,Body,Color,Fuel,Kilometers,Engine,Transmission,Price,Gov,Age_of_Car
Hyundai,Accent,Sedan,Black,Benzine,159999,1600,Automatic,140000.0,Giza,15
Hyundai,Accent,Sedan,Silver,Benzine,199999,1300,Manual,78000.0,Qena,17
Hyundai,Accent,Sedan,Gray,Benzine,159999,1500,Manual,70000.0,Giza,23
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,159999,1600,Automatic,150000.0,Cairo,13
Hyundai,Accent,Sedan,Silver,Benzine,19999,1300,Manual,75000.0,Giza,22
Hyundai,Accent,Sedan,Green,Benzine,200000,1300,Manual,57000.0,Cairo,22
Hyundai,Accent,Sedan,Red,Benzine,99999,1500,Automatic,185000.0,Minya,10
Hyundai,Accent,Sedan,Gold,Benzine,199999,1500,Manual,70000.0,Giza,23
Hyundai,Accent,Sedan,Red,Benzine,119999,1600,Automatic,185000.0,Cairo,12
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,179999,1300,Manual,90000.0,Alexandria,16
Hyundai,Accent,Sedan,Silver,Benzine,19999,1300,Manual,80000.0,Dakahlia,17
Hyundai,Accent,Sedan,Silver,Benzine,199999,1600,Automatic,200000.0,Alexandria,7
Hyundai,Accent,Sedan,Gold,Benzine,139999,1600,Automatic,165000.0,Giza,10
Hyundai,Accent,Sedan,Silver,Benzine,159999,1500,Automatic,256000.0,Cairo,5
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1300,Manual,67000.0,Suez,21
Hyundai,Accent,Sedan,Black,Benzine,119999,1600,Manual,165000.0,Sharqia,11
Hyundai,Accent,Sedan,Black,Benzine,139999,1600,Automatic,185000.0,Cairo,10
Hyundai,Accent,Sedan,Black,Benzine,9999,1600,Automatic,175000.0,Sharqia,12
Hyundai,Accent,Sedan,Gray,Benzine,200000,1600,Manual,75000.0,Alexandria,26
Hyundai,Accent,Sedan,Silver,Benzine,200000,1500,Manual,130000.0,Minya,14
Hyundai,Accent,Sedan,Red,Benzine,29999,1600,Automatic,320000.0,Cairo,2
Hyundai,Accent,Sedan,Gold,Benzine,200000,1500,Manual,69000.0,Kafr al-Sheikh,17
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,29999,1600,Manual,98000.0,Alexandria,14
Hyundai,Accent,Sedan,Other Color,Benzine,119999,1300,Manual,82000.0,Minya,23
Hyundai,Accent,Sedan,Gray,Benzine,179999,1600,Manual,155000.0,Alexandria,9
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,159999,1300,Manual,80000.0,Cairo,17
Hyundai,Accent,Sedan,Green,Benzine,179999,1300,Manual,64000.0,Cairo,23
Hyundai,Accent,Sedan,Gold,Benzine,39999,1600,Automatic,155000.0,Alexandria,11
Hyundai,Accent,Sedan,Silver,Benzine,89999,1600,Automatic,215000.0,Cairo,7
Hyundai,Accent,Sedan,Black,Benzine,9999,1500,Automatic,160000.0,Beheira,11
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,200000,1500,Automatic,82000.0,Alexandria,22
Hyundai,Accent,Sedan,Other Color,Benzine,69999,1600,Automatic,285000.0,Cairo,3
Hyundai,Accent,Sedan,Burgundy,Benzine,119999,1500,Manual,75000.0,Cairo,21
Hyundai,Accent,Sedan,Silver,Benzine,199999,1500,Manual,65000.0,Giza,22
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1300,Manual,85000.0,Ismailia,16
Hyundai,Accent,Sedan,Black,Benzine,19999,1600,Manual,145000.0,Giza,11
Hyundai,Accent,Sedan,Gold,Benzine,79999,1600,Automatic,200000.0,Alexandria,9
Hyundai,Accent,Sedan,Burgundy,Benzine,119999,1500,Manual,72000.0,Alexandria,22
Hyundai,Accent,Sedan,Gray,Benzine,200000,1600,Automatic,240000.0,Cairo,8
Hyundai,Accent,Sedan,Black,Benzine,49999,1600,Automatic,270000.0,Giza,2
Hyundai,Accent,Sedan,Silver,Benzine,119999,1600,Automatic,225000.0,Cairo,6
Hyundai,Accent,Sedan,Gold,Benzine,199999,1500,Manual,95000.0,Cairo,22
Hyundai,Accent,Sedan,Gray,Benzine,19999,1300,Manual,42000.0,Cairo,23
Hyundai,Accent,Sedan,Black,Benzine,199999,1600,Manual,155000.0,Cairo,12
Hyundai,Accent,Sedan,Gray,Benzine,99999,1600,Manual,155000.0,Alexandria,10
Hyundai,Accent,Sedan,Silver,Benzine,9999,1600,Automatic,305000.0,Suez,0
Hyundai,Accent,Sedan,Red,Benzine,159999,1600,Automatic,235000.0,Cairo,5
Hyundai,Accent,Sedan,Black,Benzine,19999,1600,Manual,165000.0,Sharqia,11
Hyundai,Accent,Sedan,Silver,Benzine,139999,1500,Manual,95000.0,Sohag,15
Hyundai,Accent,Sedan,Gray,Benzine,99999,1500,Manual,148000.0,Cairo,12
Hyundai,Accent,Sedan,Black,Benzine,119999,1600,Manual,159000.0,Alexandria,10
Hyundai,Accent,Sedan,Silver,Benzine,179999,1300,Manual,74000.0,Kafr al-Sheikh,16
Hyundai,Accent,Sedan,Red,Benzine,200000,1600,Manual,135000.0,Cairo,10
Hyundai,Accent,Sedan,Red,Benzine,200000,1500,Automatic,55000.0,Alexandria,24
Hyundai,Accent,Sedan,Silver,Natural Gas,199999,1300,Manual,75000.0,Giza,16
Hyundai,Accent,Sedan,Red,Benzine,200000,1300,Manual,58000.0,Giza,23
Hyundai,Accent,Sedan,Green,Benzine,79999,1500,Manual,65000.0,Cairo,21
Hyundai,Accent,Sedan,Black,Benzine,200000,1500,Manual,125000.0,Giza,12
Hyundai,Accent,Sedan,White,Natural Gas,200000,1500,Manual,58000.0,Suez,17
Hyundai,Accent,Sedan,Burgundy,Benzine,200000,1600,Manual,125000.0,Giza,15
Hyundai,Accent,Sedan,White,Benzine,9999,1600,Automatic,185000.0,Cairo,7
Hyundai,Accent,Sedan,Silver,Benzine,200000,1500,Automatic,85000.0,Monufia,23
Hyundai,Accent,Sedan,Black,Benzine,119999,1600,Automatic,160000.0,Kafr al-Sheikh,10
Hyundai,Accent,Sedan,White,Benzine,199999,1300,Manual,55000.0,Qalyubia,26
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,200000,1600,Manual,135000.0,Giza,11
Hyundai,Accent,Sedan,Silver,Benzine,139999,1600,Automatic,175000.0,Beni Suef,11
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,159999,1500,Manual,64000.0,Qalyubia,24
Hyundai,Accent,Sedan,Gray,Benzine,19999,1600,Automatic,250000.0,Cairo,3
Hyundai,Accent,Sedan,Green,Benzine,199999,1300,Manual,83000.0,Asyut,24
Hyundai,Accent,Sedan,Other Color,Benzine,29999,1300,Manual,65000.0,Suez,16
Hyundai,Accent,Sedan,White,Benzine,179999,1600,Automatic,225000.0,Sharqia,5
Hyundai,Accent,Sedan,Other Color,Benzine,29999,1600,Manual,145000.0,Alexandria,12
Hyundai,Accent,Sedan,Gray,Benzine,119999,1300,Manual,87000.0,Cairo,16
Hyundai,Accent,Sedan,Black,Benzine,119999,1500,Automatic,227000.0,Alexandria,5
Hyundai,Accent,Sedan,Burgundy,Benzine,199999,1600,Automatic,175000.0,Cairo,10
Hyundai,Accent,Sedan,Other Color,Benzine,199999,1500,Manual,60000.0,Cairo,24
Hyundai,Accent,Sedan,White,Benzine,19999,1500,Automatic,90000.0,Dakahlia,22
Hyundai,Accent,Sedan,Red,Benzine,199999,1600,Automatic,150000.0,Monufia,11
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1500,Manual,76000.0,Fayoum,20
Hyundai,Accent,Sedan,Green,Benzine,19999,1500,Manual,85000.0,Monufia,22
Hyundai,Accent,Sedan,Green,Benzine,29999,1500,Manual,69000.0,Ismailia,24
Hyundai,Accent,Sedan,Red,Benzine,200000,1500,Manual,73000.0,Kafr al-Sheikh,22
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1500,Automatic,77000.0,Kafr al-Sheikh,16
Hyundai,Accent,Sedan,Red,Benzine,179999,1500,Manual,77000.0,Giza,22
Hyundai,Accent,Sedan,Silver,Benzine,200000,1300,Manual,64000.0,Cairo,21
Hyundai,Accent,Sedan,Silver,Benzine,200000,1500,Manual,65000.0,Qalyubia,22
Hyundai,Accent,Sedan,Silver,Benzine,199999,1500,Manual,65000.0,Suez,23
Hyundai,Accent,Sedan,White,Benzine,79999,1600,Automatic,225000.0,Gharbia,7
Hyundai,Accent,Sedan,Black,Benzine,159999,1300,Manual,120000.0,Cairo,15
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,29999,1300,Manual,65000.0,Giza,21
Hyundai,Accent,Sedan,Silver,Benzine,89999,1600,Automatic,210000.0,Cairo,10
Hyundai,Accent,Sedan,Green,Natural Gas,39999,1300,Automatic,76000.0,Ismailia,16
Hyundai,Accent,Sedan,Silver,Benzine,200000,1600,Automatic,220000.0,Cairo,7
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,139999,1600,Automatic,180000.0,Cairo,11
Hyundai,Accent,Sedan,White,Benzine,119999,1600,Automatic,228000.0,Cairo,7
Hyundai,Accent,Sedan,Silver,Benzine,139999,1600,Automatic,175000.0,Alexandria,11
Hyundai,Accent,Sedan,Burgundy,Benzine,69999,1600,Manual,205000.0,Cairo,11
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1300,Manual,68000.0,Ismailia,22
Hyundai,Accent,Sedan,Yellow,Benzine,9999,1300,Manual,75000.0,Cairo,22
Hyundai,Accent,Sedan,Gray,Benzine,9999,1500,Manual,58000.0,Giza,23
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1500,Manual,72500.0,Dakahlia,22
Hyundai,Accent,Sedan,Black,Benzine,19999,1600,Automatic,164000.0,Monufia,14
Hyundai,Accent,Sedan,Gold,Benzine,199999,1500,Automatic,130000.0,Cairo,12
Hyundai,Accent,Sedan,Other Color,Benzine,39999,1500,Manual,38000.0,Matruh,23
Hyundai,Accent,Sedan,Silver,Benzine,179999,1600,Automatic,150000.0,Alexandria,11
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,159999,1600,Manual,135000.0,Beheira,15
Hyundai,Accent,Sedan,Silver,Benzine,159999,1600,Automatic,210000.0,Sharqia,6
Hyundai,Accent,Sedan,Other Color,Benzine,159999,1600,Automatic,130000.0,Cairo,13
Hyundai,Accent,Sedan,Brown,Benzine,89999,1600,Automatic,230000.0,Qena,5
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,159999,1600,Automatic,160000.0,Beheira,14
Hyundai,Accent,Sedan,Silver,Benzine,199999,1600,Manual,125000.0,Giza,12
Hyundai,Accent,Sedan,Gold,Benzine,179999,1600,Manual,68000.0,Asyut,22
Hyundai,Accent,Sedan,Orange,Benzine,119999,1600,Manual,115000.0,Cairo,12
Hyundai,Accent,Sedan,Silver,Benzine,69999,1600,Automatic,240000.0,Giza,6
Hyundai,Accent,Sedan,Silver,Benzine,19999,1600,Automatic,280000.0,Cairo,1
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,119999,1300,Manual,70000.0,Damietta,22
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1300,Manual,75000.0,Damietta,16
Hyundai,Accent,Sedan,White,Benzine,200000,1500,Manual,62000.0,Cairo,17
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,99999,1600,Automatic,142000.0,Minya,14
Hyundai,Accent,Sedan,Black,Benzine,9999,1600,Manual,145000.0,Sharqia,11
Hyundai,Accent,Sedan,Gray,Benzine,89999,1600,Manual,110000.0,Ismailia,12
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,139999,1600,Automatic,240000.0,Cairo,5
Hyundai,Accent,Sedan,Silver,Benzine,200000,1300,Manual,70000.0,Gharbia,18
Hyundai,Accent,Sedan,Red,Benzine,159999,1600,Automatic,180000.0,Giza,10
Hyundai,Accent,Sedan,Gray,Benzine,199999,1300,Manual,80000.0,Asyut,23
Hyundai,Accent,Sedan,Gray,Benzine,179999,1600,Manual,145000.0,Cairo,14
Hyundai,Accent,Sedan,White,Benzine,199999,1300,Manual,60000.0,Cairo,16
Hyundai,Accent,Sedan,Burgundy,Benzine,29999,1300,Manual,62000.0,Giza,24
Hyundai,Accent,Sedan,Other Color,Benzine,139999,1600,Manual,130000.0,Qalyubia,14
Hyundai,Accent,Sedan,Other Color,Benzine,159999,1600,Manual,143000.0,Cairo,13
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1600,Manual,45000.0,Cairo,24
Hyundai,Accent,Sedan,Silver,Benzine,29999,1300,Manual,120000.0,Cairo,16
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1500,Manual,55000.0,Ismailia,23
Hyundai,Accent,Sedan,Yellow,Natural Gas,200000,1500,Manual,48000.0,Ismailia,24
Hyundai,Accent,Sedan,Gray,Benzine,19999,1600,Automatic,316000.0,Cairo,1
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,39999,1600,Automatic,157000.0,Cairo,11
Hyundai,Accent,Sedan,Burgundy,Benzine,9999,1300,Manual,42000.0,Giza,19
Hyundai,Accent,Sedan,White,Benzine,159999,1500,Manual,79000.0,Giza,23
Hyundai,Accent,Sedan,Gray,Benzine,79999,1500,Automatic,300000.0,Cairo,1
Hyundai,Accent,Sedan,White,Benzine,199999,1300,Manual,58000.0,Ismailia,23
Hyundai,Accent,Sedan,Other Color,Benzine,159999,1600,Automatic,200000.0,Monufia,13
Hyundai,Accent,Sedan,Silver,Benzine,139999,1600,Automatic,185000.0,Red Sea,7
Hyundai,Accent,Sedan,Green,Benzine,39999,1500,Manual,50000.0,Giza,28
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,179999,1600,Automatic,185000.0,Fayoum,10
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,119999,1600,Manual,130000.0,Alexandria,13
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1300,Manual,77000.0,Kafr al-Sheikh,16
Hyundai,Accent,Sedan,White,Benzine,69999,1500,Automatic,85000.0,Qalyubia,16
Hyundai,Accent,Sedan,Red,Benzine,99999,1600,Automatic,245000.0,Cairo,7
Hyundai,Accent,Sedan,Black,Benzine,139999,1600,Automatic,165000.0,Cairo,11
Hyundai,Accent,Sedan,Black,Benzine,179999,1600,Automatic,145000.0,Cairo,11
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1600,Automatic,140000.0,Fayoum,13
Hyundai,Accent,Sedan,Gold,Benzine,200000,1500,Manual,50000.0,Minya,24
Hyundai,Accent,Sedan,White,Natural Gas,19999,1300,Manual,75000.0,Port Said,21
Hyundai,Accent,Sedan,Gray,Benzine,99999,1600,Automatic,170000.0,Cairo,11
Hyundai,Accent,Sedan,Green,Benzine,200000,1300,Manual,58000.0,Beni Suef,23
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1500,Manual,67000.0,Cairo,22
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1600,Automatic,145000.0,Minya,11
Hyundai,Accent,Sedan,Silver,Benzine,29999,1300,Manual,69000.0,Damietta,16
Hyundai,Accent,Sedan,Burgundy,Benzine,69999,1600,Automatic,195000.0,Cairo,6
Hyundai,Accent,Sedan,Red,Benzine,200000,1600,Manual,78000.0,Giza,14
Hyundai,Accent,Sedan,Burgundy,Benzine,19999,1500,Manual,65000.0,Monufia,24
Hyundai,Accent,Sedan,White,Benzine,119999,1600,Automatic,230000.0,Cairo,7
Hyundai,Accent,Sedan,White,Natural Gas,69999,1500,Manual,60000.0,Suez,21
Hyundai,Accent,Sedan,White,Natural Gas,99999,1500,Manual,52000.0,Suez,17
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1300,Manual,90000.0,Sharqia,16
Hyundai,Accent,Sedan,Green,Benzine,19999,1300,Manual,60000.0,Dakahlia,23
Hyundai,Accent,Sedan,Silver,Benzine,159999,1600,Automatic,173000.0,Cairo,10
Hyundai,Accent,Sedan,Silver,Benzine,29999,1300,Manual,62000.0,Ismailia,22
Hyundai,Accent,Sedan,Black,Benzine,159999,1600,Manual,144000.0,Cairo,11
Hyundai,Accent,Sedan,Black,Benzine,200000,1600,Manual,147000.0,Alexandria,10
Hyundai,Accent,Sedan,Silver,Benzine,199999,1500,Manual,75000.0,Cairo,24
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,200000,1300,Manual,68000.0,Dakahlia,16
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1500,Manual,72000.0,Giza,23
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1500,Manual,72000.0,Kafr al-Sheikh,23
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1600,Manual,10000.0,Qena,12
Hyundai,Accent,Sedan,Other Color,Natural Gas,9999,1300,Manual,40000.0,Ismailia,22
Hyundai,Accent,Sedan,Gold,Benzine,199999,1600,Manual,140000.0,Alexandria,12
Hyundai,Accent,Sedan,Green,Benzine,200000,1500,Manual,65000.0,Ismailia,16
Hyundai,Accent,Sedan,Black,Benzine,199999,1600,Manual,155000.0,Cairo,11
Hyundai,Accent,Sedan,Other Color,Benzine,139999,1500,Automatic,55000.0,Port Said,26
Hyundai,Accent,Sedan,Silver,Benzine,19999,1300,Manual,53000.0,Monufia,22
Hyundai,Accent,Sedan,White,Benzine,9999,1500,Automatic,75000.0,Giza,16
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1300,Manual,78000.0,Red Sea,16
Hyundai,Accent,Sedan,Other Color,Benzine,39999,1300,Manual,65000.0,Fayoum,16
Hyundai,Accent,Sedan,Gold,Benzine,19999,1300,Manual,73000.0,Ismailia,23
Hyundai,Accent,Sedan,Brown,Benzine,179999,1600,Automatic,200000.0,Qalyubia,7
Hyundai,Accent,Sedan,Red,Benzine,19999,1600,Automatic,295000.0,Minya,1
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1600,Manual,72000.0,Dakahlia,22
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1600,Automatic,158000.0,Dakahlia,11
Hyundai,Accent,Sedan,Gray,Benzine,119999,1600,Manual,155000.0,Giza,9
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,139999,1600,Automatic,245000.0,Cairo,6
Hyundai,Accent,Sedan,Beige,Benzine,139999,1300,Manual,80000.0,Cairo,16
Hyundai,Accent,Sedan,White,Benzine,200000,1500,Manual,25000.0,Sharqia,24
Hyundai,Accent,Sedan,Black,Benzine,200000,1600,Manual,110000.0,Giza,11
Hyundai,Accent,Sedan,Gray,Benzine,159999,1300,Manual,73000.0,Ismailia,18
Hyundai,Accent,Sedan,Black,Benzine,89999,1600,Automatic,250000.0,Dakahlia,3
Hyundai,Accent,Sedan,Beige,Benzine,119999,1300,Manual,70000.0,Giza,23
Hyundai,Accent,Sedan,Green,Benzine,119999,1500,Manual,65000.0,Luxor,22
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1300,Manual,77000.0,Red Sea,22
Hyundai,Accent,Sedan,Red,Benzine,29999,1500,Manual,60000.0,Gharbia,22
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,29999,1600,Automatic,300000.0,Cairo,2
Hyundai,Accent,Sedan,Gray,Benzine,9999,1300,Manual,135000.0,Alexandria,12
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,179999,1600,Manual,128000.0,Alexandria,14
Hyundai,Accent,Sedan,Other Color,Benzine,179999,1600,Manual,70000.0,Monufia,21
Hyundai,Accent,Sedan,Silver,Benzine,119999,1300,Manual,83000.0,Matruh,16
Hyundai,Accent,Sedan,Black,Benzine,200000,1600,Automatic,175000.0,Gharbia,10
Hyundai,Accent,Sedan,Burgundy,Benzine,159999,1600,Automatic,250000.0,Giza,3
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1600,Manual,135000.0,Cairo,12
Hyundai,Accent,Sedan,Black,Benzine,119999,1600,Automatic,195000.0,Qalyubia,7
Hyundai,Accent,Sedan,Red,Benzine,19999,1300,Manual,75000.0,Cairo,17
Hyundai,Accent,Sedan,Green,Benzine,29999,1500,Manual,65000.0,Cairo,22
Hyundai,Accent,Sedan,Other Color,Benzine,159999,1600,Automatic,153000.0,Cairo,12
Hyundai,Accent,Sedan,Black,Benzine,200000,1500,Manual,42000.0,Cairo,25
Hyundai,Accent,Sedan,Yellow,Benzine,99999,1600,Manual,57000.0,Alexandria,24
Hyundai,Accent,Sedan,Silver,Benzine,119999,1500,Manual,68000.0,Sharqia,23
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,200000,1300,Manual,55000.0,Cairo,22
Hyundai,Accent,Sedan,Silver,Benzine,200000,1300,Manual,55000.0,Alexandria,23
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1500,Manual,75000.0,Giza,23
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1600,Automatic,175000.0,Ismailia,10
Hyundai,Accent,Sedan,White,Benzine,200000,1500,Automatic,65000.0,Giza,22
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,9999,1600,Manual,120000.0,Beni Suef,11
Hyundai,Accent,Sedan,Red,Benzine,29999,1600,Manual,130000.0,South Sinai,14
Hyundai,Accent,Sedan,Silver,Benzine,159999,1500,Automatic,90000.0,Cairo,21
Hyundai,Accent,Sedan,Gold,Benzine,200000,1300,Manual,72000.0,Giza,19
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1600,Automatic,29500.0,Giza,1
Hyundai,Accent,Sedan,Silver,Benzine,9999,1500,Manual,69000.0,Fayoum,23
Hyundai,Accent,Sedan,Black,Benzine,89999,1600,Automatic,223000.0,Alexandria,6
Hyundai,Accent,Sedan,Gray,Benzine,159999,1600,Automatic,180000.0,Cairo,8
Hyundai,Accent,Sedan,Red,Benzine,49999,1300,Manual,97000.0,Sharqia,16
Hyundai,Accent,Sedan,Burgundy,Benzine,200000,1300,Manual,75000.0,Kafr al-Sheikh,22
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,9999,1600,Manual,135000.0,Asyut,12
Hyundai,Accent,Sedan,White,Benzine,29999,1500,Manual,60000.0,Cairo,22
Hyundai,Accent,Sedan,Other Color,Benzine,139999,1600,Automatic,140000.0,Alexandria,10
Hyundai,Accent,Sedan,Red,Benzine,9999,1300,Manual,65000.0,Ismailia,22
Hyundai,Accent,Sedan,Silver,Benzine,139999,1600,Manual,150000.0,Alexandria,12
Hyundai,Accent,Sedan,White,Benzine,19999,1500,Automatic,70000.0,Cairo,26
Hyundai,Accent,Sedan,Red,Benzine,59999,1300,Manual,90000.0,Alexandria,16
Hyundai,Accent,Sedan,Other Color,Benzine,139999,1600,Automatic,185000.0,Cairo,12
Hyundai,Accent,Sedan,Silver,Benzine,119999,1300,Manual,56000.0,Cairo,22
Hyundai,Accent,Sedan,Other Color,Benzine,89999,1300,Automatic,300000.0,Giza,3
Hyundai,Accent,Sedan,Gray,Benzine,19999,1600,Automatic,335000.0,Cairo,0
Hyundai,Accent,Sedan,Red,Benzine,99999,1600,Automatic,193000.0,Qalyubia,10
Hyundai,Accent,Sedan,Yellow,Benzine,200000,1500,Manual,58000.0,Cairo,23
Hyundai,Accent,Sedan,Other Color,Benzine,119999,1300,Manual,73000.0,Giza,17
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1500,Manual,78000.0,Giza,23
Hyundai,Accent,Sedan,Green,Benzine,19999,1300,Manual,56000.0,Fayoum,23
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1500,Manual,65000.0,Cairo,24
Hyundai,Accent,Sedan,Silver,Benzine,9999,1300,Manual,50000.0,Cairo,24
Hyundai,Accent,Sedan,Burgundy,Benzine,19999,1300,Manual,60000.0,Suez,23
Hyundai,Accent,Sedan,Gold,Benzine,179999,1600,Manual,65000.0,Cairo,23
Hyundai,Accent,Sedan,Gray,Benzine,29999,1600,Manual,185000.0,Giza,10
Hyundai,Accent,Sedan,Silver,Benzine,200000,1600,Automatic,170000.0,Giza,10
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1300,Manual,63000.0,Dakahlia,23
Hyundai,Accent,Sedan,Red,Benzine,119999,1600,Automatic,205000.0,Gharbia,7
Hyundai,Accent,Sedan,Red,Benzine,200000,1300,Manual,65000.0,Cairo,23
Hyundai,Accent,Sedan,Silver,Benzine,9999,1600,Manual,170000.0,Cairo,10
Hyundai,Accent,Sedan,Black,Benzine,119999,1500,Automatic,220000.0,Alexandria,5
Hyundai,Accent,Sedan,Other Color,Benzine,9999,1500,Manual,7000.0,Fayoum,22
Hyundai,Accent,Sedan,Gold,Benzine,199999,1600,Manual,132000.0,Gharbia,11
Hyundai,Accent,Sedan,Gray,Benzine,19999,1600,Manual,85000.0,Kafr al-Sheikh,17
Hyundai,Accent,Sedan,Other Color,Benzine,200000,1500,Manual,68000.0,Minya,27
Hyundai,Accent,Sedan,Silver,Benzine,200000,1600,Automatic,195000.0,Sharqia,10
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,139999,1500,Automatic,158000.0,Alexandria,12
Hyundai,Accent,Sedan,Orange,Benzine,179999,1300,Manual,62000.0,Alexandria,27
Hyundai,Accent,Sedan,Red,Benzine,139999,1600,Manual,130000.0,Cairo,10
Hyundai,Accent,Sedan,Black,Benzine,119999,1500,Manual,120000.0,Alexandria,12
Hyundai,Accent,Sedan,White,Benzine,29999,1300,Manual,65000.0,Dakahlia,21
Hyundai,Accent,Sedan,Gray,Benzine,200000,1600,Manual,150000.0,Qena,11
Hyundai,Accent,Sedan,Gray,Benzine,159999,1600,Automatic,240000.0,Giza,4
Hyundai,Accent,Sedan,Other Color,Benzine,179999,1600,Automatic,155000.0,Alexandria,11
Hyundai,Accent,Sedan,Red,Benzine,200000,1600,Automatic,167000.0,Sharqia,11
Hyundai,Accent,Sedan,Other Color,Benzine,199999,1300,Manual,86000.0,Port Said,20
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,199999,1300,Manual,57000.0,Minya,24
Hyundai,Accent,Sedan,Yellow,Benzine,9999,1500,Manual,67000.0,Beheira,23
Hyundai,Accent,Sedan,Gold,Natural Gas,39999,1500,Manual,75000.0,Ismailia,21
Hyundai,Accent,Sedan,Brown,Benzine,179999,1600,Automatic,225000.0,Cairo,7
Hyundai,Accent,Sedan,Silver,Benzine,19999,1600,Manual,135000.0,Cairo,12
Hyundai,Accent,Sedan,Other Color,Benzine,179999,1600,Manual,135000.0,Cairo,11
Hyundai,Accent,Sedan,Gold,Benzine,139999,1600,Manual,145000.0,Sharqia,12
Hyundai,Accent,Sedan,Gold,Benzine,199999,1500,Automatic,72000.0,Cairo,24
Hyundai,Accent,Sedan,Gold,Benzine,29999,1500,Manual,65000.0,Giza,23
Hyundai,Accent,Sedan,Black,Benzine,200000,1600,Automatic,144500.0,Cairo,14
Hyundai,Accent,Sedan,Other Color,Benzine,19999,1300,Manual,64000.0,Gharbia,24
Hyundai,Accent,Sedan,Silver,Benzine,99999,1600,Automatic,215000.0,Beni Suef,4
Hyundai,Accent,Sedan,Burgundy,Benzine,200000,1500,Manual,77000.0,Giza,16
Hyundai,Accent,Sedan,Gray,Benzine,139999,1500,Automatic,239000.0,Giza,6
Hyundai,Accent,Sedan,Gold,Benzine,179999,1300,Manual,55000.0,Ismailia,20
Hyundai,Accent,Sedan,Burgundy,Benzine,200000,1600,Manual,128000.0,Cairo,12
Hyundai,Accent,Sedan,Gold,Benzine,139999,1500,Manual,60000.0,Cairo,23
Hyundai,Accent,Sedan,Burgundy,Benzine,19999,1600,Automatic,177000.0,Giza,10
Hyundai,Accent,Sedan,Blue- Navy Blue,Benzine,19999,1300,Manual,65000.0,Kafr al-Sheikh,17
Hyundai,Accent,Sedan,White,Benzine,29999,1300,Manual,68000.0,Beheira,17
Hyundai,Accent,Sedan,Silver,Benzine,29999,1500,Manual,70000.0,Dakahlia,21
